レポート開始日,レポート終了日,キャンペーン名,広告セット名,広告名,日,結果,結果インジケーター,リーチ,フリークエンシー,インプレッション,消化金額 (JPY),結果の単価,リンクのクリック,CTR(リンククリックスルー率),クリック(すべて),"CPM(1,000インプレッション単価) (JPY)",CPC(リンククリックの単価) (JPY),ランディングページビュー,購入,購入のコンバージョン値,購入ROAS(広告費用対効果),動画の3秒再生数,ThruPlay,アトリビューション設定
2026-08-17,2026-08-17,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-17,1,actions:offsite_conversion.fb_pixel_purchase,599,1.16,695,1671,1671.00,13,1.87,25,2404.32,128.54,11,1,8609,5.15,,,7日間のクリックまたは1日間のビュー
2026-08-18,2026-08-18,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-18,1,actions:offsite_conversion.fb_pixel_purchase,760,1.15,877,1994,1994.00,13,1.48,23,2273.66,153.38,10,1,8420,4.22,,,7日間のクリックまたは1日間のビュー
2026-08-19,2026-08-19,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-19,1,actions:offsite_conversion.fb_pixel_purchase,743,1.19,882,2073,2073.00,16,1.81,28,2350.34,129.56,14,1,8802,4.25,,,7日間のクリックまたは1日間のビュー
2026-08-20,2026-08-20,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-20,1,actions:offsite_conversion.fb_pixel_purchase,692,1.12,775,1602,1602.00,13,1.68,23,2067.10,123.23,10,1,6783,4.23,,,7日間のクリックまたは1日間のビュー
2026-08-21,2026-08-21,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-21,1,actions:offsite_conversion.fb_pixel_purchase,667,1.13,753,1748,1748.00,13,1.73,21,2321.38,134.46,10,1,8624,4.93,,,7日間のクリックまたは1日間のビュー
2026-08-22,2026-08-22,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-22,1,actions:offsite_conversion.fb_pixel_purchase,705,1.19,840,1916,1916.00,12,1.43,23,2280.95,159.67,9,1,6381,3.33,,,7日間のクリックまたは1日間のビュー
2026-08-23,2026-08-23,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-23,1,actions:offsite_conversion.fb_pixel_purchase,779,1.07,831,1869,1869.00,13,1.56,22,2249.10,143.77,11,1,8283,4.43,,,7日間のクリックまたは1日間のビュー
2026-08-24,2026-08-24,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-24,1,actions:offsite_conversion.fb_pixel_purchase,686,1.16,793,1748,1748.00,15,1.89,30,2204.29,116.53,13,1,6693,3.83,,,7日間のクリックまたは1日間のビュー
2026-08-25,2026-08-25,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-25,1,actions:offsite_conversion.fb_pixel_purchase,530,1.10,585,1428,1428.00,9,1.54,17,2441.03,158.67,7,1,7346,5.14,,,7日間のクリックまたは1日間のビュー
2026-08-26,2026-08-26,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-26,1,actions:offsite_conversion.fb_pixel_purchase,893,1.06,950,1995,1995.00,15,1.58,26,2100.00,133.00,12,1,8869,4.45,,,7日間のクリックまたは1日間のビュー
2026-08-27,2026-08-27,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-27,1,actions:offsite_conversion.fb_pixel_purchase,816,1.20,979,1991,1991.00,16,1.63,29,2033.71,124.44,13,1,7844,3.94,,,7日間のクリックまたは1日間のビュー
2026-08-28,2026-08-28,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-28,1,actions:offsite_conversion.fb_pixel_purchase,792,1.13,897,2166,2166.00,17,1.90,32,2414.72,127.41,14,1,8551,3.95,,,7日間のクリックまたは1日間のビュー
2026-08-29,2026-08-29,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-29,1,actions:offsite_conversion.fb_pixel_purchase,699,1.05,736,1697,1697.00,12,1.63,22,2305.71,141.42,9,1,7459,4.40,,,7日間のクリックまたは1日間のビュー
2026-08-30,2026-08-30,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-30,1,actions:offsite_conversion.fb_pixel_purchase,791,1.06,839,2021,2021.00,12,1.43,22,2408.82,168.42,9,1,7627,3.77,,,7日間のクリックまたは1日間のビュー
2026-08-31,2026-08-31,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-31,1,actions:offsite_conversion.fb_pixel_purchase,670,1.07,717,1502,1502.00,12,1.67,22,2094.84,125.17,9,1,8765,5.84,,,7日間のクリックまたは1日間のビュー
2026-08-01,2026-08-01,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-01,1,actions:offsite_conversion.fb_pixel_purchase,738,1.10,814,1694,1694.00,16,1.97,30,2081.08,105.88,14,1,6508,3.84,,,7日間のクリックまたは1日間のビュー
2026-08-02,2026-08-02,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-02,,actions:offsite_conversion.fb_pixel_purchase,773,1.08,831,2025,,16,1.93,27,2436.82,126.56,13,,,,,,7日間のクリックまたは1日間のビュー
2026-08-03,2026-08-03,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-03,,actions:offsite_conversion.fb_pixel_purchase,669,1.19,797,1666,,17,2.13,30,2090.34,98.00,15,,,,,,7日間のクリックまたは1日間のビュー
2026-08-04,2026-08-04,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-04,1,actions:offsite_conversion.fb_pixel_purchase,622,1.14,711,1631,1631.00,11,1.55,18,2293.95,148.27,9,1,8676,5.32,,,7日間のクリックまたは1日間のビュー
2026-08-05,2026-08-05,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-05,1,actions:offsite_conversion.fb_pixel_purchase,685,1.24,851,1724,1724.00,16,1.88,28,2025.85,107.75,12,1,8344,4.84,,,7日間のクリックまたは1日間のビュー
2026-08-06,2026-08-06,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-06,1,actions:offsite_conversion.fb_pixel_purchase,711,1.19,847,1755,1755.00,18,2.13,33,2072.02,97.50,13,1,8245,4.70,,,7日間のクリックまたは1日間のビュー
2026-08-07,2026-08-07,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-07,1,actions:offsite_conversion.fb_pixel_purchase,906,1.15,1046,2180,2180.00,20,1.91,35,2084.13,109.00,17,1,8100,3.72,,,7日間のクリックまたは1日間のビュー
2026-08-08,2026-08-08,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-08,1,actions:offsite_conversion.fb_pixel_purchase,863,1.17,1006,2310,2310.00,16,1.59,30,2296.22,144.38,12,1,7990,3.46,,,7日間のクリックまたは1日間のビュー
2026-08-09,2026-08-09,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-09,2,actions:offsite_conversion.fb_pixel_purchase,862,1.11,957,1958,979.00,21,2.19,34,2045.98,93.24,17,2,17672,9.03,,,7日間のクリックまたは1日間のビュー
2026-08-10,2026-08-10,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-10,,actions:offsite_conversion.fb_pixel_purchase,622,1.17,727,1615,,11,1.51,20,2221.46,146.82,8,,,,,,7日間のクリックまたは1日間のビュー
2026-08-11,2026-08-11,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-11,,actions:offsite_conversion.fb_pixel_purchase,804,1.11,895,1974,,15,1.68,29,2205.59,131.60,11,,,,,,7日間のクリックまたは1日間のビュー
2026-08-12,2026-08-12,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-12,,actions:offsite_conversion.fb_pixel_purchase,610,1.12,682,1571,,15,2.20,30,2303.52,104.73,13,,,,,,7日間のクリックまたは1日間のビュー
2026-08-13,2026-08-13,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-13,,actions:offsite_conversion.fb_pixel_purchase,541,1.16,628,1470,,10,1.59,20,2340.76,147.00,7,,,,,,7日間のクリックまたは1日間のビュー
2026-08-14,2026-08-14,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-14,1,actions:offsite_conversion.fb_pixel_purchase,655,1.14,746,1748,1748.00,14,1.88,24,2343.16,124.86,12,1,7511,4.30,,,7日間のクリックまたは1日間のビュー
2026-08-15,2026-08-15,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-15,1,actions:offsite_conversion.fb_pixel_purchase,756,1.10,833,1938,1938.00,16,1.92,32,2326.53,121.12,12,1,7017,3.62,,,7日間のクリックまたは1日間のビュー
2026-08-16,2026-08-16,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-16,1,actions:offsite_conversion.fb_pixel_purchase,709,1.14,811,1780,1780.00,14,1.73,25,2194.82,127.14,10,1,7499,4.21,,,7日間のクリックまたは1日間のビュー
2026-08-17,2026-08-17,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-17,1,actions:offsite_conversion.fb_pixel_purchase,531,1.14,606,1391,1391.00,11,1.82,18,2295.38,126.45,9,1,8751,6.29,,,7日間のクリックまたは1日間のビュー
2026-08-18,2026-08-18,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-18,1,actions:offsite_conversion.fb_pixel_purchase,588,1.22,717,1522,1522.00,16,2.23,31,2122.73,95.12,13,1,6542,4.30,,,7日間のクリックまたは1日間のビュー
2026-08-19,2026-08-19,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-19,1,actions:offsite_conversion.fb_pixel_purchase,694,1.07,744,1599,1599.00,16,2.15,28,2149.19,99.94,13,1,6974,4.36,,,7日間のクリックまたは1日間のビュー
2026-08-20,2026-08-20,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-20,,actions:offsite_conversion.fb_pixel_purchase,600,1.13,679,1468,,11,1.62,18,2162.00,133.45,9,,,,,,7日間のクリックまたは1日間のビュー
2026-08-21,2026-08-21,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-21,1,actions:offsite_conversion.fb_pixel_purchase,826,1.06,879,1908,1908.00,17,1.93,32,2170.65,112.24,14,1,7423,3.89,,,7日間のクリックまたは1日間のビュー
2026-08-22,2026-08-22,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-22,,actions:offsite_conversion.fb_pixel_purchase,851,1.10,938,1914,,15,1.60,26,2040.51,127.60,13,,,,,,7日間のクリックまたは1日間のビュー
2026-08-23,2026-08-23,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-23,1,actions:offsite_conversion.fb_pixel_purchase,836,1.11,929,2244,2244.00,21,2.26,35,2415.50,106.86,18,1,6966,3.10,,,7日間のクリックまたは1日間のビュー
2026-08-24,2026-08-24,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-24,1,actions:offsite_conversion.fb_pixel_purchase,692,1.24,859,1953,1953.00,17,1.98,29,2273.57,114.88,13,1,6594,3.38,,,7日間のクリックまたは1日間のビュー
2026-08-25,2026-08-25,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-25,1,actions:offsite_conversion.fb_pixel_purchase,654,1.15,751,1643,1643.00,12,1.60,24,2187.75,136.92,9,1,8774,5.34,,,7日間のクリックまたは1日間のビュー
2026-08-26,2026-08-26,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-26,,actions:offsite_conversion.fb_pixel_purchase,510,1.25,637,1460,,13,2.04,23,2291.99,112.31,11,,,,,,7日間のクリックまたは1日間のビュー
2026-08-27,2026-08-27,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-27,1,actions:offsite_conversion.fb_pixel_purchase,660,1.17,774,1741,1741.00,14,1.81,28,2249.35,124.36,11,1,6562,3.77,,,7日間のクリックまたは1日間のビュー
2026-08-28,2026-08-28,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-28,,actions:offsite_conversion.fb_pixel_purchase,649,1.25,810,1800,,13,1.60,23,2222.22,138.46,10,,,,,,7日間のクリックまたは1日間のビュー
2026-08-29,2026-08-29,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-29,,actions:offsite_conversion.fb_pixel_purchase,740,1.16,861,2119,,15,1.74,26,2461.09,141.27,13,,,,,,7日間のクリックまたは1日間のビュー
2026-08-30,2026-08-30,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-30,1,actions:offsite_conversion.fb_pixel_purchase,846,1.06,893,2202,2202.00,18,2.02,35,2465.85,122.33,13,1,6458,2.93,,,7日間のクリックまたは1日間のビュー
2026-08-31,2026-08-31,リターゲティング,既存顧客_リピート,RT_動的_閲覧商品,2026-08-31,1,actions:offsite_conversion.fb_pixel_purchase,722,1.20,870,1954,1954.00,17,1.95,29,2245.98,114.94,14,1,8194,4.19,,,7日間のクリックまたは1日間のビュー
2026-08-01,2026-08-01,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-01,1,actions:offsite_conversion.fb_pixel_purchase,785,1.21,947,2264,2264.00,15,1.58,25,2390.71,150.93,13,1,6895,3.05,282,63,7日間のクリックまたは1日間のビュー
2026-08-02,2026-08-02,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-02,1,actions:offsite_conversion.fb_pixel_purchase,641,1.19,764,1781,1781.00,9,1.18,17,2331.15,197.89,8,1,8443,4.74,223,64,7日間のクリックまたは1日間のビュー
2026-08-03,2026-08-03,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-03,,actions:offsite_conversion.fb_pixel_purchase,584,1.12,656,1480,,8,1.22,15,2256.10,185.00,7,,,,161,44,7日間のクリックまたは1日間のビュー
2026-08-04,2026-08-04,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-04,1,actions:offsite_conversion.fb_pixel_purchase,755,1.10,829,1738,1738.00,12,1.45,23,2096.50,144.83,9,1,8867,5.10,193,70,7日間のクリックまたは1日間のビュー
2026-08-05,2026-08-05,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-05,1,actions:offsite_conversion.fb_pixel_purchase,642,1.12,720,1700,1700.00,10,1.39,16,2361.11,170.00,8,1,8072,4.75,171,68,7日間のクリックまたは1日間のビュー
2026-08-06,2026-08-06,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-06,,actions:offsite_conversion.fb_pixel_purchase,641,1.24,798,1722,,10,1.25,18,2157.89,172.20,9,,,,238,77,7日間のクリックまたは1日間のビュー
2026-08-07,2026-08-07,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-07,1,actions:offsite_conversion.fb_pixel_purchase,811,1.23,997,2028,2028.00,13,1.30,26,2034.10,156.00,11,1,7826,3.86,219,82,7日間のクリックまたは1日間のビュー
2026-08-08,2026-08-08,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-08,1,actions:offsite_conversion.fb_pixel_purchase,742,1.07,796,1934,1934.00,9,1.13,17,2429.65,214.89,8,1,8539,4.42,180,64,7日間のクリックまたは1日間のビュー
2026-08-09,2026-08-09,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-09,1,actions:offsite_conversion.fb_pixel_purchase,888,1.11,986,2197,2197.00,14,1.42,27,2228.19,156.93,11,1,7344,3.34,220,83,7日間のクリックまたは1日間のビュー
2026-08-10,2026-08-10,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-10,1,actions:offsite_conversion.fb_pixel_purchase,613,1.12,684,1529,1529.00,8,1.17,16,2235.38,191.12,6,1,8865,5.80,189,63,7日間のクリックまたは1日間のビュー
2026-08-11,2026-08-11,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-11,,actions:offsite_conversion.fb_pixel_purchase,705,1.09,771,1786,,10,1.30,17,2316.47,178.60,8,,,,178,67,7日間のクリックまたは1日間のビュー
2026-08-12,2026-08-12,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-12,1,actions:offsite_conversion.fb_pixel_purchase,667,1.21,809,1771,1771.00,11,1.36,19,2189.12,161.00,9,1,6748,3.81,221,60,7日間のクリックまたは1日間のビュー
2026-08-13,2026-08-13,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-13,,actions:offsite_conversion.fb_pixel_purchase,540,1.19,643,1391,,9,1.40,16,2163.30,154.56,7,,,,161,46,7日間のクリックまたは1日間のビュー
2026-08-14,2026-08-14,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-14,,actions:offsite_conversion.fb_pixel_purchase,572,1.10,629,1512,,9,1.43,17,2403.82,168.00,7,,,,175,40,7日間のクリックまたは1日間のビュー
2026-08-15,2026-08-15,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-15,,actions:offsite_conversion.fb_pixel_purchase,836,1.14,954,2145,,13,1.36,24,2248.43,165.00,10,,,,254,85,7日間のクリックまたは1日間のビュー
2026-08-16,2026-08-16,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-16,,actions:offsite_conversion.fb_pixel_purchase,715,1.20,856,1971,,8,0.93,13,2302.57,246.38,6,,,,202,56,7日間のクリックまたは1日間のビュー
2026-08-17,2026-08-17,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-17,,actions:offsite_conversion.fb_pixel_purchase,675,1.10,743,1661,,10,1.35,18,2235.53,166.10,8,,,,187,74,7日間のクリックまたは1日間のビュー
2026-08-18,2026-08-18,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-18,,actions:offsite_conversion.fb_pixel_purchase,558,1.19,666,1585,,7,1.05,11,2379.88,226.43,5,,,,156,57,7日間のクリックまたは1日間のビュー
2026-08-19,2026-08-19,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-19,,actions:offsite_conversion.fb_pixel_purchase,626,1.11,695,1632,,8,1.15,15,2348.20,204.00,6,,,,148,43,7日間のクリックまたは1日間のビュー
2026-08-20,2026-08-20,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-20,,actions:offsite_conversion.fb_pixel_purchase,813,1.07,872,2051,,8,0.92,15,2352.06,256.38,6,,,,177,86,7日間のクリックまたは1日間のビュー
2026-08-21,2026-08-21,リターゲティング,既存顧客_リピート,RT_レビュー動画,2026-08-21,,actions:offsite_conversion.fb_pixel_purchase,760,1.14,870,2132,,10,1.15,17,2450.57,213.20,8,,,,182,55,7日間のクリックまたは1日間のビュー
